,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
5533,South Melbourne,144 Cobden St,3,h,1405000.0,PI,Greg,2016-06-04,2.1,3205,3,1,1,181.0,117.0,1880,Port Phillip,-37.8365,144.9631,Southern Metropolitan,5943
5534,South Melbourne,16/63 Dorcas St,2,u,575000.0,SP,Greg,2016-06-04,2.1,3205,2,2,1,0.0,151.97,2001,Port Phillip,-37.8311,144.9679,Southern Metropolitan,5943
5535,South Melbourne,3 Park Pl,1,u,760500.0,S,Marshall,2016-06-04,2.1,3205,2,0,0,438.0,151.97,1970,Port Phillip,-37.8353,144.96,Southern Metropolitan,5943
5537,South Melbourne,33 Mountain St,2,h,1150000.0,S,Greg,2016-05-07,2.1,3205,2,1,0,113.0,151.97,1970,Port Phillip,-37.8373,144.9493,Southern Metropolitan,5943
5538,South Melbourne,72 Smith St,3,h,1595000.0,SP,Marshall,2016-05-07,2.1,3205,3,2,0,171.0,126.0,1890,Port Phillip,-37.8391,144.9501,Southern Metropolitan,5943
5539,South Melbourne,13/182 Albert Rd,2,u,595000.0,S,hockingstuart,2016-11-07,2.1,3205,2,1,1,0.0,76.0,2004,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943
5541,South Melbourne,247 York St,3,h,1250000.0,S,Greg,2016-10-08,2.1,3205,3,2,0,224.0,113.0,1890,Port Phillip,-37.8329,144.9529,Southern Metropolitan,5943
5542,South Melbourne,126/69 Dorcas St,3,u,862000.0,S,Greg,2016-09-10,2.1,3205,3,2,2,0.0,151.97,2001,Port Phillip,-37.8311,144.9679,Southern Metropolitan,5943
5544,South Melbourne,22A Cobden St,2,h,930000.0,SP,Cayzer,2017-02-11,2.1,3205,2,1,0,115.0,76.0,1900,Port Phillip,-37.8345,144.9685,Southern Metropolitan,5943
5545,South Melbourne,119 Park St,2,u,600000.0,S,Greg,2016-11-12,2.1,3205,2,1,1,0.0,151.97,1970,Port Phillip,-37.834,144.9665,Southern Metropolitan,5943
5546,South Melbourne,25 Cobden St,3,h,1200000.0,VB,Greg,2016-08-13,2.1,3205,3,2,0,113.0,120.0,1910,Port Phillip,-37.8346,144.9688,Southern Metropolitan,5943
5547,South Melbourne,54b Napier St,2,u,612000.0,S,Greg,2016-05-14,2.1,3205,2,1,1,0.0,151.97,1970,Port Phillip,-37.8346,144.9673,Southern Metropolitan,5943
5548,South Melbourne,6b Napier St,1,u,380000.0,VB,Cayzer,2016-10-15,2.1,3205,1,1,1,0.0,151.97,1960,Port Phillip,-37.8342,144.9679,Southern Metropolitan,5943
5549,South Melbourne,16 Tribe St,3,h,2000000.0,S,Cayzer,2016-10-15,2.1,3205,3,2,1,161.0,141.0,1890,Port Phillip,-37.8383,144.9499,Southern Metropolitan,5943
5550,South Melbourne,14/182 Albert Rd,2,u,1500000.0,VB,Greg,2016-04-16,2.1,3205,2,2,2,0.0,151.97,2004,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943
5551,South Melbourne,50 Bridport St,2,h,2000000.0,PI,Greg,2016-04-16,2.1,3205,2,2,1,141.0,150.0,1900,Port Phillip,-37.8389,144.9612,Southern Metropolitan,5943
5552,South Melbourne,203/196 Albert Rd,2,u,1050000.0,VB,Marshall,2016-09-17,2.1,3205,2,2,2,0.0,122.0,2001,Port Phillip,-37.8372,144.9672,Southern Metropolitan,5943
5553,South Melbourne,481 City Rd,2,h,1100000.0,VB,Greg,2016-09-17,2.1,3205,2,1,2,185.0,151.97,1970,Port Phillip,-37.8337,144.9507,Southern Metropolitan,5943
5554,South Melbourne,24 Lyell St,3,h,1250000.0,VB,Greg,2016-09-17,2.1,3205,3,2,1,108.0,125.0,1890,Port Phillip,-37.8363,144.9509,Southern Metropolitan,5943
5555,South Melbourne,248 Montague St,3,h,1650000.0,VB,Marshall,2016-09-17,2.1,3205,3,2,0,204.0,195.0,1890,Port Phillip,-37.8357,144.9531,Southern Metropolitan,5943
5557,South Melbourne,1009/148 Wells St,2,u,561000.0,S,MICM,2017-03-18,2.1,3205,2,1,1,0.0,78.0,2001,Port Phillip,-37.8308,144.9694,Southern Metropolitan,5943
5558,South Melbourne,296 Albert Rd,3,h,1825000.0,S,Marshall,2016-06-18,2.1,3205,3,2,2,151.0,153.0,1900,Port Phillip,-37.8383,144.9632,Southern Metropolitan,5943
5559,South Melbourne,48 Glover St,2,h,1200000.0,VB,Greg,2016-06-18,2.1,3205,2,2,1,131.0,79.0,1890,Port Phillip,-37.839,144.94799999999995,Southern Metropolitan,5943
5561,South Melbourne,93A Eastern Rd,3,h,891000.0,S,Greg,2016-11-19,2.1,3205,3,2,1,0.0,151.97,1970,Port Phillip,-37.8341,144.9661,Southern Metropolitan,5943
5562,South Melbourne,8 Fitzpatrick St,3,t,1450000.0,S,Cayzer,2016-11-19,2.1,3205,3,2,1,146.0,151.97,1970,Port Phillip,-37.8331,144.9665,Southern Metropolitan,5943
5563,South Melbourne,1/295 Clarendon St,2,u,1360000.0,S,Cayzer,2016-05-22,2.1,3205,2,1,2,0.0,151.97,1970,Port Phillip,-37.8335,144.9611,Southern Metropolitan,5943
5564,South Melbourne,46 Cobden St,3,h,1390000.0,PI,Greg,2016-05-22,2.1,3205,3,2,1,138.0,138.0,1998,Port Phillip,-37.8351,144.9675,Southern Metropolitan,5943
5566,South Melbourne,5/182 Albert Rd,1,u,480000.0,S,hockingstuart,2016-04-23,2.1,3205,1,1,1,0.0,151.97,2004,Port Phillip,-37.8369,144.968,Southern Metropolitan,5943
5569,South Melbourne,16 Glover St,3,h,1720000.0,S,Cayzer,2017-02-25,2.1,3205,3,1,0,130.0,151.97,1970,Port Phillip,-37.8398,144.9493,Southern Metropolitan,5943
5570,South Melbourne,1107/50 Albert Rd,1,u,320000.0,VB,Dingle,2016-11-27,2.1,3205,1,1,0,0.0,151.97,1970,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943
5571,South Melbourne,5/38 Bank St,3,u,742000.0,SP,Greg,2016-11-27,2.1,3205,3,2,2,0.0,90.0,2003,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943
5572,South Melbourne,164 Cecil St,3,h,2075000.0,S,Marshall,2016-11-27,2.1,3205,3,2,0,141.0,163.0,1890,Port Phillip,-37.8333,144.9576,Southern Metropolitan,5943
5574,South Melbourne,116/88 Park St,2,u,560000.0,SP,Buxton,2016-07-30,2.1,3205,2,2,1,0.0,151.97,1970,Port Phillip,-37.8331,144.9683,Southern Metropolitan,5943
5575,South Melbourne,72/1 Sandilands St,2,u,690000.0,VB,Cayzer,2016-07-30,2.1,3205,2,2,2,0.0,151.97,1970,Port Phillip,-37.8361,144.9682,Southern Metropolitan,5943
5576,South Yarra,11/276 Domain Rd,1,u,430000.0,S,hockingstuart,2016-09-03,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8351,144.9909,Southern Metropolitan,14887
5577,South Yarra,5/38 MacFarlan St,2,u,722000.0,SP,Jellis,2016-09-03,3.3,3141,2,1,1,0.0,86.0,2003,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887
5578,South Yarra,301/89 River St,2,u,930000.0,S,hockingstuart,2016-09-03,3.3,3141,2,2,2,0.0,151.97,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
5579,South Yarra,18/34 Rockley Rd,1,u,467500.0,SP,McGrath,2016-09-03,3.3,3141,1,1,1,0.0,151.97,1970,Stonnington,-37.8363,145.0003,Southern Metropolitan,14887
5580,South Yarra,9/10 Tivoli Rd,2,u,475000.0,PI,Buxton,2016-09-03,3.3,3141,2,1,0,0.0,151.97,1970,Stonnington,-37.8391,144.9984,Southern Metropolitan,14887
5581,South Yarra,202/8 Bond St,2,u,850000.0,PI,Kay,2016-12-03,3.3,3141,2,2,2,0.0,86.0,2014,Stonnington,-37.8411,144.9944,Southern Metropolitan,14887
5582,South Yarra,43/100 Commercial Rd,3,u,1230000.0,S,Kay,2016-12-03,3.3,3141,3,2,2,0.0,138.0,1998,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887
5586,South Yarra,1906/229 Toorak Rd,1,u,402000.0,S,LITTLE,2016-12-03,3.3,3141,1,1,1,0.0,151.97,2013,Stonnington,-37.8392,144.9947,Southern Metropolitan,14887
5587,South Yarra,6/371 Toorak Rd,3,u,1880000.0,S,Abercromby's,2016-12-03,3.3,3141,3,2,2,0.0,151.97,1968,Stonnington,-37.8399,145.0003,Southern Metropolitan,14887
5588,South Yarra,2/53 Caroline St,1,u,422000.0,S,hockingstuart,2017-03-04,3.3,3141,1,1,0,0.0,151.97,1970,Stonnington,-37.837,144.9881,Southern Metropolitan,14887
5591,South Yarra,7/32 Marne St,2,u,695000.0,PI,Kay,2017-03-04,3.3,3141,2,1,0,0.0,79.0,1930,Melbourne,-37.8361,144.9842,Southern Metropolitan,14887
5593,South Yarra,5/6 Tivoli Pl,2,u,863000.0,S,hockingstuart,2017-03-04,3.3,3141,2,2,1,742.0,151.97,1950,Melbourne,-37.8357,144.9867,Southern Metropolitan,14887
5594,South Yarra,6/176 Walsh St,2,u,680000.0,S,Jellis,2017-03-04,3.3,3141,2,1,1,0.0,151.97,1970,Melbourne,-37.8338,144.9858,Southern Metropolitan,14887
5595,South Yarra,1/47 Wilson St,2,u,840000.0,PI,Jellis,2017-03-04,3.3,3141,2,2,1,0.0,151.97,2004,Stonnington,-37.8439,144.9974,Southern Metropolitan,14887
5596,South Yarra,1106/1 Clara St,1,u,450000.0,SP,RT,2016-06-04,3.3,3141,1,1,1,0.0,151.97,1970,Stonnington,-37.8421,144.9978,Southern Metropolitan,14887
5597,South Yarra,29/100 Commercial Rd,3,u,750000.0,S,Marshall,2016-06-04,3.3,3141,3,2,2,0.0,151.97,1970,Melbourne,-37.8453,144.9849,Southern Metropolitan,14887
5598,South Yarra,13/55 Darling St,2,u,650000.0,PI,RT,2016-06-04,3.3,3141,2,1,1,0.0,151.97,1986,Stonnington,-37.8344,144.9916,Southern Metropolitan,14887
5599,South Yarra,10/34 MacFarlan St,2,u,775000.0,SP,hockingstuart,2016-06-04,3.3,3141,2,1,1,0.0,103.0,2000,Stonnington,-37.8394,144.9886,Southern Metropolitan,14887
5600,South Yarra,20/30 Mona Pl,2,u,572000.0,SP,hockingstuart,2016-06-04,3.3,3141,2,1,1,0.0,73.0,1960,Melbourne,-37.8368,144.9857,Southern Metropolitan,14887
5601,South Yarra,507/99 River St,1,u,510000.0,S,Beller,2016-06-04,3.3,3141,1,1,1,0.0,151.97,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
5602,South Yarra,12 Witchwood Cl,3,t,1460000.0,PI,hockingstuart,2016-06-04,3.3,3141,2,2,1,181.0,148.0,1990,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887
5603,South Yarra,2/13 Motherwell St,1,u,465000.0,S,Biggin,2016-08-06,3.3,3141,1,1,1,0.0,151.97,1970,Stonnington,-37.8456,145.0005,Southern Metropolitan,14887
5604,South Yarra,402/89 River St,2,u,801000.0,S,Biggin,2016-08-06,3.3,3141,2,2,1,0.0,151.97,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
5605,South Yarra,8/24 Fitzgerald St,2,u,623500.0,SP,hockingstuart,2016-05-07,3.3,3141,2,1,1,0.0,75.0,1970,Stonnington,-37.8426,144.993,Southern Metropolitan,14887
5607,South Yarra,12 Stables La,1,u,370000.0,SP,Marshall,2016-05-07,3.3,3141,1,1,1,0.0,151.97,1970,Stonnington,-37.8423,144.997,Southern Metropolitan,14887
5608,South Yarra,1/14 Arthur St,3,t,1250000.0,S,Kay,2016-11-07,3.3,3141,3,2,1,80.0,118.0,2003,Stonnington,-37.8416,144.9923,Southern Metropolitan,14887
5609,South Yarra,308/700 Chapel St,1,u,480000.0,S,hockingstuart,2016-11-07,3.3,3141,1,1,1,0.0,151.97,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
5611,South Yarra,4/957 Punt Rd,2,u,659000.0,SP,Jellis,2016-11-07,3.3,3141,2,1,1,0.0,77.0,1940,Melbourne,-37.8314,144.9877,Southern Metropolitan,14887
5612,South Yarra,19/110 Caroline St,2,u,780000.0,PI,Williams,2016-10-08,3.3,3141,2,1,1,0.0,75.0,1960,Stonnington,-37.8343,144.9899,Southern Metropolitan,14887
5613,South Yarra,403/700 Chapel St,2,u,865000.0,S,Williams,2016-10-08,3.3,3141,2,2,1,0.0,151.97,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
5614,South Yarra,26 Fawkner St,2,h,1455000.0,S,Jellis,2016-10-08,3.3,3141,2,1,0,225.0,94.0,1890,Stonnington,-37.8421,144.9876,Southern Metropolitan,14887
5618,South Yarra,2/1 Walsh St,2,u,1300000.0,PI,Williams,2016-10-08,3.3,3141,2,2,2,0.0,107.0,1986,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887
5619,South Yarra,6/1 Walsh St,2,u,1300000.0,PI,Williams,2016-10-08,3.3,3141,2,2,1,0.0,107.0,1980,Melbourne,-37.8376,144.9847,Southern Metropolitan,14887
5620,South Yarra,1/35 Marne St,3,u,1630000.0,PI,Jellis,2016-09-10,3.3,3141,3,1,1,0.0,151.97,1970,Melbourne,-37.8359,144.9839,Southern Metropolitan,14887
5623,South Yarra,6/2 May Gr,1,u,490000.0,S,RT,2016-12-10,3.3,3141,1,1,1,0.0,151.97,1970,Stonnington,-37.8425,145.0009,Southern Metropolitan,14887
5624,South Yarra,8/44 Murphy St,1,u,955000.0,PI,Williams,2016-12-10,3.3,3141,1,1,1,0.0,85.0,1970,Stonnington,-37.8357,144.991,Southern Metropolitan,14887
5626,South Yarra,22/382 Toorak Rd,2,u,601000.0,S,Biggin,2016-12-10,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8406,145.0033,Southern Metropolitan,14887
5627,South Yarra,16/124 Caroline St,1,u,450000.0,PI,hockingstuart,2017-02-11,3.3,3141,1,1,0,0.0,151.97,1970,Stonnington,-37.8332,144.9901,Southern Metropolitan,14887
5628,South Yarra,33a Clara St,2,h,1500000.0,S,Castran,2016-06-12,3.3,3141,2,1,2,141.0,151.97,1970,Stonnington,-37.8408,144.9977,Southern Metropolitan,14887
5629,South Yarra,91/390 Toorak Rd,2,u,1030000.0,VB,Sotheby's,2016-06-12,3.3,3141,2,2,1,0.0,151.97,1970,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887
5630,South Yarra,8/57 Adams St,1,u,555000.0,S,Williams,2016-11-12,3.3,3141,1,1,1,630.0,151.97,1970,Melbourne,-37.8356,144.9773,Southern Metropolitan,14887
5636,South Yarra,1/63 Millswyn St,2,u,805000.0,S,Williams,2016-11-12,3.3,3141,2,1,1,0.0,151.97,1970,Melbourne,-37.8359,144.9801,Southern Metropolitan,14887
5637,South Yarra,10/432 Punt Rd,2,u,370000.0,PI,Hodges,2016-11-12,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887
5640,South Yarra,15 Powell St,2,h,1036500.0,S,hockingstuart,2016-08-13,3.3,3141,2,1,0,105.0,151.97,1970,Stonnington,-37.8403,144.9893,Southern Metropolitan,14887
5641,South Yarra,25/388 Toorak Rd,2,u,627500.0,S,hockingstuart,2016-08-13,3.3,3141,2,1,1,0.0,85.0,1970,Stonnington,-37.8407,145.004,Southern Metropolitan,14887
5642,South Yarra,82/390 Toorak Rd,3,u,1072000.0,S,Kay,2016-08-13,3.3,3141,3,0,0,0.0,151.97,1970,Stonnington,-37.8407,145.0043,Southern Metropolitan,14887
5645,South Yarra,6/432 Punt Rd,2,u,450000.0,VB,hockingstuart,2016-05-14,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887
5646,South Yarra,16/384 Toorak Rd,2,u,550000.0,S,hockingstuart,2016-05-14,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887
5648,South Yarra,20 Argo St,3,h,1700000.0,S,hockingstuart,2016-10-15,3.3,3141,3,2,2,141.0,151.97,1990,Stonnington,-37.844,144.9867,Southern Metropolitan,14887
5649,South Yarra,10/7 Barnsbury Rd,2,u,613000.0,S,Kay,2016-10-15,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.845,145.0012,Southern Metropolitan,14887
5650,South Yarra,8/101 Caroline St,2,u,1240000.0,S,RT,2016-10-15,3.3,3141,2,2,2,0.0,151.97,1970,Stonnington,-37.8343,144.9888,Southern Metropolitan,14887
5651,South Yarra,6/210 Domain Rd,2,u,832000.0,S,Williams,2016-10-15,3.3,3141,2,1,1,0.0,151.97,1960,Melbourne,-37.8342,144.9842,Southern Metropolitan,14887
5653,South Yarra,6/21 Kensington Rd,2,u,551000.0,S,Williams,2016-10-15,3.3,3141,2,1,0,0.0,151.97,1970,Stonnington,-37.8383,145.0011,Southern Metropolitan,14887
5654,South Yarra,7/31 Kensington Rd,3,u,740000.0,S,Biggin,2016-10-15,3.3,3141,3,1,1,0.0,151.97,1970,Stonnington,-37.8376,145.0012,Southern Metropolitan,14887
5657,South Yarra,407/57 Toorak Rd,1,u,450000.0,S,Hodges,2016-10-15,3.3,3141,1,1,1,0.0,151.97,2013,Stonnington,-37.8384,144.9886,Southern Metropolitan,14887
5660,South Yarra,7/44 Darling St,2,u,630000.0,S,Thomson,2016-09-17,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8361,144.9921,Southern Metropolitan,14887
5661,South Yarra,15/2 Gordon Gr,2,u,600000.0,S,Jellis,2016-09-17,3.3,3141,2,1,2,0.0,72.0,1970,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887
5662,South Yarra,48 Howitt St,3,h,1780000.0,SP,Jellis,2016-09-17,3.3,3141,3,2,1,198.0,151.97,1970,Stonnington,-37.8472,145.0026,Southern Metropolitan,14887
5663,South Yarra,76 Osborne St,1,h,2115000.0,S,Marshall,2016-09-17,3.3,3141,1,1,1,569.0,151.97,1970,Stonnington,-37.8428,144.991,Southern Metropolitan,14887
5664,South Yarra,5/205 Williams Rd,1,u,523000.0,S,hockingstuart,2016-09-17,3.3,3141,1,1,0,0.0,151.97,1940,Stonnington,-37.8458,145.0034,Southern Metropolitan,14887
5665,South Yarra,2/234 Domain Rd,4,u,2050000.0,VB,RT,2017-03-18,3.3,3141,4,2,1,979.0,151.97,1970,Melbourne,-37.8344,144.9857,Southern Metropolitan,14887
5669,South Yarra,103/334 Toorak Rd,2,u,920000.0,S,Wilson,2017-03-18,3.3,3141,2,2,0,0.0,151.97,1970,Stonnington,-37.84,144.9988,Southern Metropolitan,14887
5672,South Yarra,8/28 The Righi,1,u,612000.0,S,hockingstuart,2016-06-18,3.3,3141,1,1,1,607.0,151.97,1970,Stonnington,-37.8328,144.9866,Southern Metropolitan,14887
5675,South Yarra,21/33 Murphy St,2,u,803000.0,S,hockingstuart,2016-05-22,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8374,144.9903,Southern Metropolitan,14887
5677,South Yarra,62 Powell St,3,h,1945000.0,S,Jellis,2016-05-22,3.3,3141,3,2,1,194.0,148.0,1890,Stonnington,-37.8395,144.9898,Southern Metropolitan,14887
5678,South Yarra,21 Ralston St,3,h,906000.0,S,Jellis,2016-05-22,3.3,3141,3,1,0,154.0,88.0,1920,Stonnington,-37.8395,144.9868,Southern Metropolitan,14887
5680,South Yarra,39 Hardy St,2,h,1130000.0,S,hockingstuart,2016-08-22,3.3,3141,2,1,1,132.0,77.0,1900,Stonnington,-37.8446,144.9896,Southern Metropolitan,14887
5681,South Yarra,19/47 Rockley Rd,2,u,500000.0,VB,Abercromby's,2016-08-22,3.3,3141,2,1,1,0.0,73.0,1980,Stonnington,-37.835,145.0002,Southern Metropolitan,14887
5683,South Yarra,8 Cliff St,2,h,1100000.0,VB,Fletchers,2016-09-24,3.3,3141,2,1,0,176.0,81.0,1930,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887
5685,South Yarra,9 Moore St,3,h,1125000.0,PI,Thomson,2016-09-24,3.3,3141,2,1,0,146.0,89.0,1910,Stonnington,-37.8454,144.9888,Southern Metropolitan,14887
5686,South Yarra,202/800 Chapel St,2,u,840000.0,S,Beller,2017-02-25,3.3,3141,2,2,1,0.0,92.0,2002,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
5687,South Yarra,1/35 Cromwell Rd,3,h,1400000.0,VB,Marshall,2017-02-25,3.3,3141,3,2,2,0.0,172.0,2005,Stonnington,-37.8433,145.0001,Southern Metropolitan,14887
5688,South Yarra,12/2 Gordon Gr,2,u,635000.0,S,Beller,2017-02-25,3.3,3141,2,1,1,855.0,151.97,1970,Stonnington,-37.8336,144.9882,Southern Metropolitan,14887
5689,South Yarra,4/30 Murphy St,2,u,680500.0,S,Williams,2017-02-25,3.3,3141,2,1,1,0.0,70.0,1970,Stonnington,-37.837,144.9907,Southern Metropolitan,14887
5690,South Yarra,334 Punt Rd,3,h,1800000.0,VB,Jellis,2017-02-25,3.3,3141,3,2,3,510.0,151.97,1900,Stonnington,-37.8418,144.986,Southern Metropolitan,14887
5692,South Yarra,8/27 Kensington Rd,2,u,613000.0,S,hockingstuart,2016-07-26,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.838,145.0011,Southern Metropolitan,14887
5695,South Yarra,702/700 Chapel St,1,u,510000.0,SP,hockingstuart,2016-06-27,3.3,3141,1,1,1,0.0,151.97,2000,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887
5696,South Yarra,6 Cliff St,2,h,1200000.0,PI,Jellis,2016-06-27,3.3,3141,2,1,0,176.0,84.0,1940,Stonnington,-37.8436,144.9925,Southern Metropolitan,14887
5698,South Yarra,1/271 Williams Rd,2,u,660000.0,S,hockingstuart,2016-06-27,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.8414,145.0043,Southern Metropolitan,14887
5699,South Yarra,6/16 Cromwell Rd,2,u,470000.0,VB,Jellis,2016-11-27,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.845,145.0001,Southern Metropolitan,14887
5700,South Yarra,11/274 Domain Rd,2,u,621500.0,S,hockingstuart,2016-11-27,3.3,3141,2,1,1,0.0,151.97,1970,Stonnington,-37.835,144.9905,Southern Metropolitan,14887
5703,South Yarra,366 Toorak Rd,3,h,1700000.0,S,Morrison,2016-11-27,3.3,3141,3,1,1,178.0,172.0,1894,Stonnington,-37.8404,145.0022,Southern Metropolitan,14887
5704,South Yarra,2a Alexandra St,3,h,1056800.0,S,Jellis,2016-05-28,3.3,3141,3,2,1,90.0,151.97,1970,Stonnington,-37.8406,144.9864,Southern Metropolitan,14887
5706,South Yarra,3/4 Gordon Gr,1,u,410000.0,S,Biggin,2016-05-28,3.3,3141,1,1,1,0.0,151.97,1970,Stonnington,-37.8337,144.9886,Southern Metropolitan,14887
5707,South Yarra,9/501 Punt Rd,1,u,260800.0,S,Williams,2016-05-28,3.3,3141,2,1,0,0.0,151.97,1960,Melbourne,-37.8437,144.9852,Southern Metropolitan,14887
5708,South Yarra,33 Tyrone St,2,h,1200000.0,S,LITTLE,2016-05-28,3.3,3141,2,1,1,163.0,86.0,1900,Stonnington,-37.8446,144.9879,Southern Metropolitan,14887
5709,South Yarra,36 Tyrone St,3,h,1540000.0,S,Marshall,2016-05-28,3.3,3141,3,2,1,149.0,140.0,2003,Stonnington,-37.8448,144.9882,Southern Metropolitan,14887
5710,South Yarra,9/210 Domain Rd,2,u,826000.0,S,Jellis,2016-08-28,3.3,3141,2,1,1,0.0,79.0,1970,Melbourne,-37.8342,144.9842,Southern Metropolitan,14887
5711,South Yarra,2/28 Tivoli Pl,2,u,910000.0,S,Williams,2016-08-28,3.3,3141,2,0,0,0.0,151.97,1970,Melbourne,-37.8357,144.9859,Southern Metropolitan,14887
5712,South Yarra,2/28 Walsh St,3,t,1715000.0,S,Williams,2016-08-28,3.3,3141,2,2,2,0.0,151.97,1970,Melbourne,-37.8374,144.9852,Southern Metropolitan,14887
5713,South Yarra,12 Witchwood Cl,3,h,1700000.0,SP,Biggin,2016-08-28,3.3,3141,2,2,1,181.0,148.0,1990,Melbourne,-37.8334,144.9867,Southern Metropolitan,14887
5714,South Yarra,8/3 Barnsbury Rd,2,u,505000.0,S,LITTLE,2016-07-30,3.3,3141,2,1,1,0.0,72.0,1969,Stonnington,-37.8453,145.0012,Southern Metropolitan,14887
5715,South Yarra,303/3 Clara St,1,u,330000.0,PI,Dingle,2016-07-30,3.3,3141,2,1,1,0.0,151.97,2011,Stonnington,-37.8421,144.9978,Southern Metropolitan,14887
5716,South Yarra,11/56 Darling St,1,u,687000.0,S,Kay,2016-07-30,3.3,3141,2,1,2,0.0,151.97,1970,Stonnington,-37.8352,144.9922,Southern Metropolitan,14887
5717,Southbank,41/106 Southbank Bvd,3,u,720000.0,S,VICPROP,2016-09-03,1.2,3006,3,1,1,0.0,106.0,1993,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400
5719,Southbank,9/81 Dodds St,3,u,868000.0,SP,Greg,2016-06-04,1.2,3006,3,2,1,0.0,114.0,1995,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400
5720,Southbank,4/55 Kavanagh St,2,u,590000.0,S,Marshall,2016-06-04,1.2,3006,2,1,1,0.0,75.0,1970,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400
5721,Southbank,293/88 Kavanagh St,2,u,530000.0,VB,Greg,2016-06-04,1.2,3006,2,1,1,0.0,84.0,2003,Melbourne,-37.8246,144.9632,Southern Metropolitan,8400
5722,Southbank,92/99 Whiteman St,2,u,650000.0,VB,Marshall,2016-08-06,1.2,3006,2,2,1,0.0,110.0,2000,Melbourne,-37.8273,144.9556,Southern Metropolitan,8400
5723,Southbank,6/77 Dodds St,4,u,990000.0,S,Ray,2016-05-07,1.2,3006,4,3,1,0.0,172.0,1995,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400
5724,Southbank,2/95 Dodds St,2,u,623000.0,S,Cayzer,2016-05-07,1.2,3006,2,1,1,0.0,151.97,1995,Melbourne,-37.828,144.9683,Southern Metropolitan,8400
5725,Southbank,1605/14 Kavanagh St,2,u,592500.0,S,Ray,2016-05-07,1.2,3006,2,2,1,0.0,100.0,2000,Melbourne,-37.8227,144.9664,Southern Metropolitan,8400
5726,Southbank,208/102 Wells St,2,u,600000.0,S,Greg,2016-11-07,1.2,3006,2,2,1,0.0,99.0,1995,Melbourne,-37.828,144.9683,Southern Metropolitan,8400
5728,Southbank,308/18 Kavanagh St,1,u,455000.0,S,Greg,2017-02-11,1.2,3006,1,1,0,760.0,70.0,2007,Melbourne,-37.8228,144.9661,Southern Metropolitan,8400
5730,Southbank,80 Coventry St,3,h,1220000.0,S,Greg,2016-11-12,1.2,3006,3,1,1,0.0,151.97,1970,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400
5731,Southbank,6/85 Dodds St,4,u,1250000.0,S,Kay,2016-11-12,1.2,3006,4,3,1,0.0,176.0,2000,Melbourne,-37.8267,144.9687,Southern Metropolitan,8400
5735,Southbank,114 Gladstone St,2,h,815000.0,SP,Cayzer,2016-07-16,1.2,3006,2,1,0,0.0,151.97,1970,Melbourne,-37.8297,144.9499,Southern Metropolitan,8400
5736,Southbank,7/100 Wells St,3,u,740000.0,VB,Greg,2016-07-16,1.2,3006,3,2,1,0.0,105.0,1994,Port Phillip,-37.828,144.9683,Southern Metropolitan,8400
5737,Southbank,808/8 Kavanagh St,2,u,580000.0,VB,Whiting,2017-03-18,1.2,3006,2,1,1,0.0,151.97,2010,Melbourne,-37.8226,144.9667,Southern Metropolitan,8400
